Word,ABBR,pronunciation,Meaning
آزاد ,ص,, ښݩښ- تَنؤ ښݩښې-وڙݩ- تَنؤ وڙݩ-تنؤ چیتې-کۉمه مېلو که اۉپۉ نه اوړیشته- کۉمه لَوڙݩ- لَوڼه نه اوړیشته-تَنؤ پَړَکې- تَنؤ چيت میلي اوشتیک نیشیک ایچۉݩ ښه تچاست. | ښݩښ ṣị̃ṣ– اختیار- اِراده- آزاد- آزادی.
آزادانه ,ص- ق,, تَنؤ چیتې- تَنؤ پَړکې- تَنؤ وڙݩې.
آزاد شدن ,مص,, تَنؤ ښݩښ أدوشت اوُݩ- تَنؤ ښݩښ که بۉݩ- تَنؤ وَڙݩ بۉݩ. | وَڙݩ wř̃ -  مالک- صاحب.
آزاد کردن ,مص,, ښݩښ پْرۉݩ- اۉتَۇݩ- تَنؤ چیت میلي اۉتَوُݩ.کلښاݩ به چار که تول- مېم-اما کي پرَته سته اۉڙوَۇݩ ښه تچاست.
آزاد مرد ,ص, مَ, نڙسته منښ- پَۍاتر منښ- بوسته منښ ښه دي تچاست.
آزاد منش ,ص, مَ- نِ,بوسته ږۉکدَن اوده منښ- کۉمه مېلو که اۉپۉ نه اوړي منښ.
آزادی ,ا,, ښݩښ- ښݩښ بار- تَنؤ ښݩښ- تَنؤ ښݩښ میلي- تَنؤ ښݩښ به- تَنؤ چیت میلي تیۉݩ.
آزادیخواه , ص, یِ- خُ, تَنؤ ښݩښ میلي تیۉݩ ښه پَړَکله -آزادي ښه پَړَکله.
از دور ,ق,, سؤدؤ به- سؤدؤېݩ.
آزار ,ا,, ټْب ټَباو-کدچ- کدېچ- څؤکڅؤک - ږۉکۉ ږۉکۉ.
آزاردادن ,مص,, ټَبَۇݩ- ټَب ټَباو ایچۉݩ- کدچۇݩ- ږۉڇَڇوُݩ- څؤکڅؤک ایچۉݩ- سرؤپ باز کرَوُݩ-ږۉکۉ ږۉکۉ ایچۉݩ.
آزردن ,مص, زُ- دَ, کدچَۇݩ- ږۉڇَڇوُݩ- څؤکڅؤک ایچۉݩ- ټَبَۇݩ .
آزرده ,ا, زُ- دَ, ټېنَگه- نارسؤچه- بؤړه تروس. اصطلاح که کسره اؤتیۇݩ- نۉکه اؤتیۇݩ- تچاست.
آزرده خاطر ,ص, طِ, ټېنَگه- ټېنَگه بۊسته- ږۉ ڇَڇې شته- څؤکڅؤک کوڙݩ سته- ټَبې شته.
آزرده ساختن ,مص,,ږۉ ڇَڇۇݩ-ږۉلَۍ کرَۇݩ- کدچَۇݩ- څؤکڅؤک ایچۉݩ- ټبَۇݩ.
آزرده شدن ,مص,, ټېنَگه بۉݩ-دا بۉݩ- نۉکه اؤتیۇݩ- نار سؤچه بۉݩ-مۉښ ایچۉݩ-یؤړه تروس بۉݩ.
آزرده شده ,ص- مف,, ټېنَگه بۊسته.
آزمایش , ا, زْ- یِ, کټي بوسته ابره اېڇَه ایچۉݩ- کټي اېڇَه ایچۉݩ-اوي اۉ ایچۉݩ .
آزرم ,ا, زَ- رْ, لَج-لَجاره- شرم.
آزمایشگر ,ص-  فا,, کټي اېڇَه ایچله- اوي اۉ ایچله.
آزمند ,ص, زْ- مَ, اَي اوده-کسؤ وَرښه نه زڙݩله- حریص.
آزمودن ,مص, , کټي اېڇَه ایچۉݩ- کټی بوسته ابره اېڇَه ایچۉݩ-اوي اۉ ایچۉݩ. | اوي اۉ oi u– تجربه- آزمایش- بالا و پایین.
آزموده ,ص- ق,, اېڇَه کوڙݩسته- اوي اۉ کوڙݩسته.
آزمون ,ا,, ایچۉݩ- اېڇَه ایچۉݩ- امتحان.
آزوقه ,ا- ص,, اۉݩس-شال به اۉݩس- أشال تیلاݩ ښه دَتیاست اۉݩس-اوناو.
آژانس ,ا,, مېله گۉراله- مېله اېښېي که ویږݩله اِدارو ښه تچاست.
آسان ,ص,, اتله- اَړاݩ پَړاݩ - ی باله سته- ادسئک.  | اَړاݩ پَړاݩ- ې(ق) aṛā̃ paṛā̃ - به آسانی. | اتله atələ– آسان- سُبک.
آسانی ,ق,, اَړاݩ پَړاݩ - ی- ادسئکې.
آسایش ,ا,, وام-سُؤوار-سؤک- لوس- سُؤوار بار.
آسایش جو ,ص- فا,, سُؤوار پَړَکله- سؤک پَړَکله- لوس پَړَکله.
آسایشگاه ,ا,, سُؤوار ایچۉݩ ټاو- لوس که تیۉݩ ټاو- لوس که واس نَشۉݩ ټاو.
آساییدن ,مص,, سُؤواری تیۉݩ- سُؤوار ایچۉݩ-لوس که تیۉݩ-وامِی تیۉݩ.
آستانه ,ا,, أمؤکوۋ- دربار به أمؤکوۋ- کۉمه أمؤکوۋ.
آستین ,ا, تِ, بۊشته- کمؤس به بۊشته- ښۉکو به بۊشته.
آستین بالازدن,مص,, لَلاو وَرمَښۉݩ- کویدؤم ښه لَلاو وَرمَښۉݩ- بۊشته ارړیک ایچۉݩ.
آسمان ,ا,, دِي- دیلۉ- کݩتار. بؤم که اوېتیاݩ نیله گؤد. الول که دیلۉ ښه أدي-نیله گؤد- تَچې شته اوت. (کلښه الا به فرهنگ مټه۲- مؤک ۱۴۴۷که مترېݩ)
آسمانخراش ,ص, خَ, دیلۉ ټۉکله- اۊتله دوشت پا تَيي ښه تچاست. | دوشت پا تَيي došt pā tai– آبادی- عمارت- تعمیر.
آسمان وزمین ,ا,, دیبؤم- دیلۉ بؤم.
آسمانی ,ص, , دیلو به-دیلۉ پْرؤ- دیلۉ پْرؤسته.
آسودن ,مص, دَ, سؤک بۉݩ- کوي که دوشت اوي که نیشۉݩ-سُؤوار ایچۉݩ-لوس که تیۉݩ- لوس که اۉݩ.
آسوده ,ا- ص, دَ, سُؤوار- سؤک- لوس- وام.
آسوده خاطر ,ص- ق, دَ- طِ, سؤک که-لوس که- بوسته ابرو به بینَن نه اوده-کسؤ به ږۉڇَڇاني نه اوده. | ږۉڇَڇاني ẓuc̣ac̣āni– غم-غُصه-پریشانی- تَشویش-دلتنگی.
آسیا ,ا,, زۉمپیک به دۉݩت-زۉمپیک که اوړي دۉݩت- ښه تچاست.
آسیا ,ا,, اېک براعظم به نام او. افغانستان دي سْکه براعظم که او.
آسیا - آسیاب ,ا,, وَݩجل.
آسیابان ,ا- ص, , وَݩجل اوده.
آسیاسنگ ,ا,, وَݩجل درڙݩ.
آسیب ,ا,, ابره سَلۉݩ- ضرر.
آسیب رساندن- آسیب زدن ,مص,, ابره ایچون-ابره سلَۇݩ.
آش , ا,, اېک کان به نام او. تَشو که آو وَشَمه دَتیاست. | کانkān -  غِذا .
آشامیدن ,مص, مِ- دَ, اشؤرۉݩ- پیۉݩ. آو - ی- زوره پیېمیش- وشیپ – ی- تروڙ گي اشؤريېمیش.
آشامیده ,ص- مف,, اشؤري شته- پي شته.
آشپز ,ا, پَ, اوناو پَچَلَه- سی اۉړته کۍ مۊشي ته سی اوناو پَچاس- سی جن ته تَشو به کوي اوناو پَچۉݩ او.
آشتی ,ا, تِ,سَرزام- سَرزۉݩ- پَڇَنه بَۍ ایچۉݩ- آنۉکه تَېېک بَۍ ایچۉݩ. | پَڇَنه pac̣ənə– دشمني- خصومت. | آنۉکه تَېِک anukə taek– بدبینی-خصومت.
آشغال ,ا,, اَټ گټ- نَشۉݩ سته لَتري - اگیلا بۊسته ټؤک- نه چېري ټؤک. | اگلۉݩ agəlũ-  اضافه شدن- باقی ماندن- زیاد شدن.
آشفتن ,مص, شُ- تَ, مۉښ ایچۉݩ- اۉرۉښ ایچۉݩ.
آشفته ,ص- مف, شُ- تَ, اترلېک- ږۉڇَڇاني اوده.
آشک ,ا, شَ, اېک اوناو به نام او. | اوناو onāw– خوراکه - خوراکه باب- مواد غذايي.
آشکار ,ص- ق,, دینگ دینگ-وڙاݩ گې- نه چؤن بي کې- نه چؤنېکی- پَلَکاو-دیدیم. | دیدیم didim– لغت قدیمی است فعلاً مستعمل نیست.
آشکارا ,ق,, دینگه دینگې- وڙاݩ گې- نیښټ میلي- پَلَکاو.
آشنا ,ص,, ږَمه- ږَمه سؤمه.
آشنا شدن,مص,, ږمه بۉݩ-کس ږمه بۉݩ-ږمه سؤمه بۉݩ-کۉݩ میلي ږمه سؤمه بۉݩ.
آشوب ,ا, بْ, وَربېرپَلیک-اتربېر پَلېک- اؤلړیک.
آشوب انگیز ,ص- فا,, اؤلړيک ایچَله.
آشوب طلب ,ص- فا, طَ- لَ, اؤلړیک پَړَکلَه.
آشوبگر ,ص- فا,, اؤلړیک ایچَله.
آشیان- آشیانه , ا,, مْڙ-نینگڅه مْڙ-نینگڅاݩ به مڙ-نینگڅاݩ به مَښټاو(مڙ-واسټاو).
اصطلاح ,- [اِ],, تچېت گاښ که- تچېت مېله.
آغا-آقا ,ت,, اۉړتاݩ ښه احترام به باښ او.
آغاز , ا,, پې دوشت- پادوشت -کوي پا دوشت ایچۉݩ-کوي پېدوشت ایچۉݩ- کوي که پاکڅۉݩ.
آغازگر , ص- فا, گَ, کوي پېدوشت ایچَله - کوي پا دوشت ایچَله.
آغازکردن ,مص,, پېدوشت ایچۉݩ- پا دوشت ایچۉݩ-کوي پا دوشت ایچۉݩ- کوي که پېکڅۉݩ- کوي که پاکڅۉݩ.
آغازین ,ق,, نؤشتاري ښچه-پادوشت ایچۉݩ ښچه.
آغشتن ,مص, غِ غُ- تَ, ليپټرۉ ایچۉݩ- لاټ بۉݩ- ترپلَوُݩ.
آغل-آغیل ,ا, غِ,وار- شال- گاوار- چۉݩ وار- وَڅله وار. سی ټاو ته سېوۋ چَته کؤراݩ اترتیاست. | چَته کؤره čatə kürə– چهار پا- حيوانات چهارپا.
آغوش ,ا, غُ, اوېم زَگر- زوټي.
آغوش گرفتن ,مص,, گلَه پْرېک- زوټي که وېمیلاو دَمۉݩ.
آفات , ا- ج,, دؤک- منښ به دؤک- ښاݩ به دؤک. اي باښ به مفرد آفت او.
آفاق , ا- ج,, دیلۉ به کڙݩ-دا کڼه- ديلۉ به – ی دا به ډؤشن پْرؤ وڙݩگېاستو ښه تچاست. اي باښ به مفرد اُفُق وڙ.
آفاقي ,ق,, وڙݩ گېاسته- پؤرېݩ.
آفت , ا-  مف,, دؤک-ابره- بېتات- أگوش پَگوش بار.
آفتاب ,ا,, سُوي-دیلو اتر اوړي سُوي. کؤشلاݩ به مېله او:  سُوي وَۍښاو -سُوي پۉنشیک.سَېۉݩ واس نشۉݩ ښه تچېشته اوت.
آفتاب بارانک ,ق- ص, نَ, سُوي واښ.
آفتاب برآمد ,ق,, سُوي وَۍ اڅلي.
آفتاب پرست ,ا- ص, پَ, سُوي پرَړَلَه- سُوي ښه نَمَچ نَمَچ ایچَله-تی مجبیݩ ښه تچاست ته تې سُوي پَرړیاست. |نَمَچ نَمَچ naməč naməč– این کلمه یک اصطلاح عبادتی قبل از اسلام است که درهنگام ارایه نذور و قربانی و نیایش وپرستش ارباب الانواع به تکرار از طرف حاضرین گفته می شد. می شود معنای بپذیر- را از آن گرفت. اما معنای پرستش- پرستیدن- را نیز می رساند.
آفتاب رخ ,ص, رُ,سُوي ناس-سُوي سَلَله ټاو-سُوي کڙݩ اوړي ټاو ښه تچاست.
آفتاب زده گی ,ص, زَ,سُوي سَلي نېمیچه بۊستو ښه تچاست. جیت که وَشَمه سُوي سَلي اۉدۉپ بي وَشَمه آو بېر آ ته- مجبي سکه نېمیچه بیاست.| اۉدۉپ udup– عرق- آب بدن.
آفتاب گیر ,ص,, سُوي اوده-سوي ناس-سُوي سَلَلَه اما ښه- تچاست.
آفتاب لقا , ص, لِ, ږڙ گڙ اودي(مو)- ږڙ گڙ اوداݩ ښه- تچاست.
آفتاب نشست ,ق, نِ, سُوي پۉ اېلي.
آفتابه ,ص,," سی باڼي ښه تچاست ته تَشو که آو دَتي ویدیشاݩ دیشتاو کرېاست.| دیشتاو = دوشت آو dištāw, došt āw– دَست شُستَن. "
آفریدگار , ص فا, رِ , گړَلَه -اللّه پاک به اېک نام او.
آفریدن ,مص, رِ- دَ, گړۉݩ- یؤپَوُݩ- جؤکَۇݩ. | گړۉݩ gaṛũ– خلق کردن-ایجاد کردن. | یؤپَوُݩ yüpəw̃- ساختن- ترمیم کردن. | جؤکَۇݩ jükəw̃- ساختن- ترمیم کردن.
آفریده ,ص, رِ, گاړي شته- یؤپې شته- سَرزېشته .
آفریده شده ,مص, رِ, گاړیشته- یؤپې شته.
آفرین, ا, رِ, ښَمښ-ښَبښ. نؤشتره کلښه الا که اي باښ ښَمښ او. پتم ښَبښ بۊسته او.
آفرینش- آفریدن ,مص, فَ- نِ, گړۉݩ- یؤپَوُݩ- جؤکَۇݩ.
آفسانه-افسانه , ا, فْ, پرېݩجیک.
آقا , ,, احترام به باښ او- دۊښټۊک منښ ښه تَچاݩ گېاس.
آکادمی-اکادمی , انگ,, نؤشت يونان به پایتخت اتن ښار که اېک باغ اوټيوي. سېوۋ یونان به فیلسوف افلاطون تَشو به پرؤجَلاݩ فلسفه نام پرېاسټيوي. | پرؤجَلاݩ (ج) parüjəlā̃ -  شاگردان. | پرؤجَله (م) parüjələ -  شاگرد.
آکواريوم ,انگ,, سی اَزا ښه تچاست ته سی پا مَڅه کي اؤرنگه آو پا به پؤک اوداݩ دَمي سَمَټیاست.
آگاه ,ا,, شؤدي-سؤم- سؤم اوده. اصطلاح که گي کؤشله منښ ښه تچاست.
آگاه ,ص,,جَݩکۊۋ- کؤشَله.| جَݩکۊۋ jãköv -  روزگار دیده- با تجربه-دانا- هوشیار.
آگاهانه ,ق,, وڙݩي زڙݩي- سؤم میلي- زڙݩي-زڙݩي بي- ایچام که-کؤشلآر(کؤشل آر) میلي. | آر ār - حال احوال-وقت- فرصت . | کؤشلآر küšalā فهم-دانسته گی- دانش- هوشیاری.
آگاه شدن ,مص,, شؤدي بۇݩ- سؤم بۉݩ- سؤم أدوشت اوُݩ.
آگاه کردن ,مص,, سؤم کرَوُݩ- سؤم پْرۉݩ-شؤدي کرَۇݩ.
آگاهی ,ا,, گرا-شؤدي-سؤم- اېگ مېله گرا کراو اؤرنگه دي سؤم کرَوُݩ. | گرا garā اِعلان- اشتهار.
آگاهی ,ق,, پَرؤجَن- زڙݩۉݩ بار.
آگندن , مص,, پَرۉݩ- أگله اېشت پَرۉݩ.
آگنده ,ص- ق,, پَرې شته.
آل ,ا,, مَتره- امَه وڙݩ-ماتر- اِی اما اتر به مَجبي.
آل رسول ,ص, لِ- رَ, پیغمبر(ص) به مَتره- پیغمبر به امَه وڙݩ.
آلات ,ا- ج,, ټؤک-لَتري- کویدؤم به لَتري ښه دِي تچاست.اِی پول لَتري ښه آله تچاست.
آلام , ا- ج,, دېوله-بېتات-کۉپاله. اي باښ به مفرد الم او.
آلایش ,ا,, لیپټرۉ- لاټ.
آلاینده,ص فا,, لیپټرو ایچَله- لاټ ایچَله سته-لاټ باله سته.
آلبوم ,انگ,, عکس تَۇݩ سته لَتري به نام او.
آلرژی-الرژی ,ا- انگ,, ابره سَلَلَه- حساسیت. کیتي مجبیݩ به جیت که کناسته ټؤک ابره سَلیاس- تَشو میلي گي تی نېمیچه بیاست- تَشو ښه حساسیت یا الرژی تچاست.
آلو ,ا,, اېک اله پَلو به نام او. | اله پَله alə palə– ميوه.
آلوبالو , ا,, مین- اېک اله پَلو به نام او.
آلو بخارا ,ا, بُ, اېک اله پَلو به نام او. سی چؤکرله سته تیاس.
آلودن ,مص, دَ, لیپټرۉ ایچۉݩ- ترپلَوُݩ -أسؤتره ایچۉݩ- لاټ ایچۉݩ.
آلوده , ا,,لیپټرۉ بۊسته- لاټ بۊسته- أسؤتره بۊسته. | أسؤتره a-sütrə – چتل- کثیف - آلوده.
آلوده شدن ,مص,, لاټ بۉݩ- لیپټرۉ بۉݩ - أسؤتره بۉݩ.
آلوده شده ,مص,,لاټ بۊسته- لیپټرۉ بۊسته-أسؤتره بۊسته.
آلوده کردن ,مص,, لاټ ایچۉݩ- لیپټرۉ ایچۉݩ- أسؤتره ایچۉݩ.
آلوده گی,ص- ق,, لیپټرۉ-لاټ بار- أسؤتره بار.
آله ,ا, لَ, ټؤک-لَتري- کوي به لَتري.
آلهه,ج- ع, هَ,دِې- ارباب الانواع- خدایان .
آماج , ا,, تاݩ-کڙݩ تاݩ .
آماده ,ا- ص,, سَزباز که اوړیشته- سَمَتي شته- یؤپي شته- ډَکه ترڙي اؤتینه سته- سَزباز که بېرکڅئ سته-تراݩچه بۊسته.
آماده شدن ,مص,, یؤپۉݩ- سزباز ایچۉݩ- ډَکه ترڙي بېرکڅۉݩ-سَمَتۉݩ.
آماده کردن ,مص,, یؤپَۇݩ- سَزباز کرَۇݩ.
آماده گی(برای اقدام) ,ق,,سَزباز- سَمَتۉݩ- یؤپۉݩ- ډَکه ترڙي تیۉݩ-سزباز که بېرکڅۉݩ-سزباز ایچۉݩ- تراݩچَه بۉݩ . کلښاݩ به اصطلاح که- کپېي بیرۉ نَشون- ښه تچاست
آمار ,ا,, گڙݩت. کسپه ټؤک به گڙݩت سی گي حکومت ښه چېري تیاس - کۍ گي چېري بیاس.
آماس , ا, , اپؤس سته- اپؤسې شته- پۉڼې شته.
آماسیدن ,مص, سِ, اپؤسۉݩ- پۉڼۉݩ.
آماسیده , ص, سِ, اپؤسئ سته- پۉڼې شته.
آمال , ع,, اَي- بؤړو که کرکیاسته- آرزو. اي باښ مفرد امل او.
آماده-آماده باش ,ق,, یؤپي شته- یؤپي بېرکڅئ سته- سزباز کوڙݩسته- سَمَتي شته.
آماده حمله ,ق, حَ, سَمَتي شته- يؤپي بېر کڅئ سته- سزباز که اوړیشته- یاریۉݩت که اوړیشته.
آمادگی گرفتن ,مص,,سمتۉݩ-سزبار ایچۉݩ-یؤپۉݩ-ډکه ترڙي بېرکڅۉݩ.
آمدن ,مص,, اڅۉݩ.
آمده ,ص- مف, مَ, آسته- سی ته آسته او.
آمر , ا- ص, مِ, ایچ تَچَله- کسؤ ښه ایچ تَچَله-امر ایچَله- امر پرآله.
آمرزش ,ا, مُ- زِ, اتر-اتر ایچۉݩ بخشش. بخشش باښ ښه کلښه الا که اتر- اترایچۉݩ پېکوړاو باښ او.
آمرزیدن , مص, مُ, اترایچۉݩ- الّله(ج) به اترایچۉݩ.
آمرزیده ,ص- مف,, اتر کوڙݩ سته- بخشش کوڙݩسته- سی ته تَشو ښه بخشش بۊسته او.
آمریت , ا- ص, مِ- یَ, دۊښټۊک بار.
